DISTRITO,TECNOLOGÍA,RANGO_VELOC_BAJADA,EMPRESA
INDEPENDENCIA,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
INDEPENDENCIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
INDEPENDENCIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
INDEPENDENCIA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
INDEPENDENCIA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
INDEPENDENCIA,Otras Tecnologías,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
INDEPENDENCIA,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
INDEPENDENCIA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
INDEPENDENCIA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,512 <=  BW < 1024 kbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Fibra Óptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Fibra Óptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Otras Tecnologías,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
JESUS MARIA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Fibra Óptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Otras Tecnologías,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Otras Tecnologías,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LA MOLINA,Otras Tecnologías,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Fibra Óptica,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Fibra Óptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Fibra Óptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Otras Tecnologías,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Otras Tecnologías,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LA VICTORIA,Otras Tecnologías,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Cablemódem,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Cablemódem,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LIMA,Cablemódem,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Fibra Óptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Fibra Óptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Otras Tecnologías,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LIMA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Otras Tecnologías,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LIMA,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LIMA,Otras Tecnologías,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Fibra Óptica,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Fibra Óptica,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Fibra Óptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Otras Tecnologías,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LINCE,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LINCE,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,512 <=  BW < 1024 kbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,1024 <= BW < 2048 kbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Fibra Óptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Fibra Óptica,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Fibra Óptica,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Fibra Óptica,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Fibra Óptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Otras Tecnologías,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LOS OLIVOS,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Fibra Óptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Otras Tecnologías,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LURIGANCHO,Otras Tecnologías,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Fibra Óptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Fibra Óptica,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Fibra Óptica,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Fibra Óptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Otras Tecnologías,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LURIN,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Otras Tecnologías,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
LURIN,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
LURIN,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Cablemódem,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Cablemódem,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Cablemódem,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Cablemódem,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Cablemódem,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Cablemódem,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Cablemódem,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Cablemódem,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Cablemódem,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
